client_id,client_name,instrument_id,ticker,trade_date,side,quantity,signed_quantity,running_position
1,Thomas Garcia,4,AMBPL4,2024-09-13,BUY,26.0,26.0,79.0
1,Thomas Garcia,4,AMBPL4,2024-09-13,SELL,17.0,-17.0,62.0
1,Thomas Garcia,4,AMBPL4,2024-09-26,BUY,14.0,14.0,76.0
1,Thomas Garcia,4,AMBPL4,2024-10-03,SELL,18.0,-18.0,58.0
1,Thomas Garcia,4,AMBPL4,2024-10-09,BUY,8.0,8.0,66.0
1,Thomas Garcia,4,AMBPL4,2024-10-11,BUY,16.0,16.0,82.0
1,Thomas Garcia,4,AMBPL4,2024-10-16,BUY,19.0,19.0,101.0
1,Thomas Garcia,4,AMBPL4,2024-10-16,SELL,9.0,-9.0,92.0
1,Thomas Garcia,4,AMBPL4,2024-10-24,SELL,6.0,-6.0,86.0
1,Thomas Garcia,4,AMBPL4,2024-10-24,BUY,11.0,11.0,97.0
1,Thomas Garcia,4,AMBPL4,2024-10-28,BUY,23.0,23.0,120.0
1,Thomas Garcia,4,AMBPL4,2024-11-04,BUY,22.0,22.0,142.0
1,Thomas Garcia,4,AMBPL4,2024-11-05,SELL,16.0,-16.0,126.0
1,Thomas Garcia,4,AMBPL4,2024-11-07,BUY,18.0,18.0,144.0
1,Thomas Garcia,4,AMBPL4,2024-11-11,SELL,17.0,-17.0,127.0
1,Thomas Garcia,4,AMBPL4,2024-11-22,BUY,40.0,40.0,167.0
1,Thomas Garcia,4,AMBPL4,2024-11-29,BUY,9.0,9.0,176.0
1,Thomas Garcia,4,AMBPL4,2024-12-04,BUY,22.0,22.0,198.0
1,Thomas Garcia,4,AMBPL4,2024-12-04,BUY,20.0,20.0,218.0
1,Thomas Garcia,4,AMBPL4,2024-12-11,SELL,18.0,-18.0,200.0
1,Thomas Garcia,4,AMBPL4,2024-12-18,BUY,21.0,21.0,221.0
1,Thomas Garcia,4,AMBPL4,2024-12-20,SELL,21.0,-21.0,200.0
1,Thomas Garcia,4,AMBPL4,2025-01-01,BUY,8.0,8.0,208.0
1,Thomas Garcia,4,AMBPL4,2025-01-01,BUY,8.0,8.0,216.0
1,Thomas Garcia,4,AMBPL4,2025-01-07,BUY,19.0,19.0,235.0
1,Thomas Garcia,4,AMBPL4,2025-01-07,SELL,39.0,-39.0,196.0
1,Thomas Garcia,4,AMBPL4,2025-01-08,SELL,16.0,-16.0,180.0
1,Thomas Garcia,4,AMBPL4,2025-01-16,BUY,17.0,17.0,197.0
1,Thomas Garcia,4,AMBPL4,2025-01-22,BUY,9.0,9.0,206.0
1,Thomas Garcia,4,AMBPL4,2025-01-23,SELL,51.0,-51.0,155.0
1,Thomas Garcia,4,AMBPL4,2025-01-28,BUY,22.0,22.0,177.0
1,Thomas Garcia,4,AMBPL4,2025-01-28,BUY,42.0,42.0,219.0
1,Thomas Garcia,4,AMBPL4,2025-02-04,BUY,23.0,23.0,242.0
1,Thomas Garcia,4,AMBPL4,2025-02-04,BUY,7.0,7.0,249.0
1,Thomas Garcia,4,AMBPL4,2025-02-06,BUY,20.0,20.0,269.0
1,Thomas Garcia,4,AMBPL4,2025-02-07,BUY,161.0,161.0,430.0
1,Thomas Garcia,4,AMBPL4,2025-02-26,BUY,14.0,14.0,444.0
1,Thomas Garcia,4,AMBPL4,2025-02-26,SELL,16.0,-16.0,428.0
1,Thomas Garcia,4,AMBPL4,2025-02-26,SELL,11.0,-11.0,417.0
1,Thomas Garcia,4,AMBPL4,2025-02-27,SELL,47.0,-47.0,370.0
1,Thomas Garcia,4,AMBPL4,2025-02-28,BUY,21.0,21.0,391.0
1,Thomas Garcia,4,AMBPL4,2025-03-10,BUY,8.0,8.0,399.0
1,Thomas Garcia,4,AMBPL4,2025-03-18,BUY,11.0,11.0,410.0
1,Thomas Garcia,4,AMBPL4,2025-04-04,SELL,11.0,-11.0,399.0
1,Thomas Garcia,4,AMBPL4,2025-05-07,SELL,23.0,-23.0,376.0
1,Thomas Garcia,4,AMBPL4,2025-05-09,BUY,66.0,66.0,442.0
1,Thomas Garcia,4,AMBPL4,2025-05-16,BUY,34.0,34.0,476.0
1,Thomas Garcia,4,AMBPL4,2025-06-05,BUY,6.0,6.0,482.0
1,Thomas Garcia,4,AMBPL4,2025-06-06,SELL,11.0,-11.0,471.0
1,Thomas Garcia,4,AMBPL4,2025-06-23,SELL,25.0,-25.0,446.0
1,Thomas Garcia,4,AMBPL4,2025-06-26,BUY,17.0,17.0,463.0
1,Thomas Garcia,4,AMBPL4,2025-06-27,BUY,22.0,22.0,485.0
1,Thomas Garcia,4,AMBPL4,2025-07-01,BUY,62.0,62.0,547.0
1,Thomas Garcia,4,AMBPL4,2025-07-03,SELL,8.0,-8.0,539.0
1,Thomas Garcia,4,AMBPL4,2025-07-03,BUY,15.0,15.0,554.0
1,Thomas Garcia,4,AMBPL4,2025-07-08,SELL,35.0,-35.0,519.0
1,Thomas Garcia,4,AMBPL4,2025-07-18,BUY,36.0,36.0,555.0
1,Thomas Garcia,4,AMBPL4,2025-07-31,SELL,9.0,-9.0,546.0
1,Thomas Garcia,4,AMBPL4,2025-08-14,BUY,70.0,70.0,616.0
1,Thomas Garcia,4,AMBPL4,2025-09-01,SELL,15.0,-15.0,601.0
1,Thomas Garcia,4,AMBPL4,2025-09-01,SELL,70.0,-70.0,531.0
1,Thomas Garcia,4,AMBPL4,2025-09-03,SELL,50.0,-50.0,481.0
1,Thomas Garcia,4,AMBPL4,2025-09-12,BUY,28.0,28.0,509.0
1,Thomas Garcia,4,AMBPL4,2025-09-15,BUY,11.0,11.0,520.0
1,Thomas Garcia,4,AMBPL4,2025-09-15,BUY,29.0,29.0,549.0
1,Thomas Garcia,4,AMBPL4,2025-09-15,SELL,17.0,-17.0,532.0
1,Thomas Garcia,4,AMBPL4,2025-09-18,BUY,14.0,14.0,546.0
1,Thomas Garcia,4,AMBPL4,2025-09-19,SELL,26.0,-26.0,520.0
1,Thomas Garcia,4,AMBPL4,2025-09-26,BUY,41.0,41.0,561.0
1,Thomas Garcia,4,AMBPL4,2025-10-01,BUY,38.0,38.0,599.0
1,Thomas Garcia,4,AMBPL4,2025-10-01,BUY,24.0,24.0,623.0
1,Thomas Garcia,4,AMBPL4,2025-10-03,BUY,23.0,23.0,646.0
1,Thomas Garcia,4,AMBPL4,2025-10-07,SELL,13.0,-13.0,633.0
1,Thomas Garcia,4,AMBPL4,2025-10-17,BUY,35.0,35.0,668.0
1,Thomas Garcia,4,AMBPL4,2025-10-20,SELL,15.0,-15.0,653.0
1,Thomas Garcia,4,AMBPL4,2025-10-22,SELL,6.0,-6.0,647.0
1,Thomas Garcia,4,AMBPL4,2025-10-28,SELL,12.0,-12.0,635.0
1,Thomas Garcia,4,AMBPL4,2025-11-06,SELL,70.0,-70.0,565.0
1,Thomas Garcia,4,AMBPL4,2025-11-10,SELL,15.0,-15.0,550.0
1,Thomas Garcia,4,AMBPL4,2025-11-14,BUY,52.0,52.0,602.0
1,Thomas Garcia,4,AMBPL4,2025-11-27,BUY,24.0,24.0,626.0
1,Thomas Garcia,4,AMBPL4,2025-12-04,BUY,3.0,3.0,629.0
1,Thomas Garcia,4,AMBPL4,2025-12-05,BUY,32.0,32.0,661.0
1,Thomas Garcia,4,AMBPL4,2026-01-13,SELL,12.0,-12.0,649.0
1,Thomas Garcia,4,AMBPL4,2026-01-26,BUY,7.0,7.0,656.0
1,Thomas Garcia,4,AMBPL4,2026-01-29,SELL,35.0,-35.0,621.0
1,Thomas Garcia,4,AMBPL4,2026-02-18,SELL,13.0,-13.0,608.0
1,Thomas Garcia,4,AMBPL4,2026-02-19,SELL,6.0,-6.0,602.0
1,Thomas Garcia,4,AMBPL4,2026-02-23,BUY,17.0,17.0,619.0
1,Thomas Garcia,4,AMBPL4,2026-02-26,BUY,15.0,15.0,634.0
1,Thomas Garcia,4,AMBPL4,2026-03-04,BUY,54.0,54.0,688.0
1,Thomas Garcia,4,AMBPL4,2026-03-20,SELL,25.0,-25.0,663.0
1,Thomas Garcia,4,AMBPL4,2026-04-09,BUY,81.0,81.0,744.0
1,Thomas Garcia,4,AMBPL4,2026-04-14,SELL,19.0,-19.0,725.0
1,Thomas Garcia,4,AMBPL4,2026-05-01,SELL,23.0,-23.0,702.0
1,Thomas Garcia,4,AMBPL4,2026-05-07,BUY,22.0,22.0,724.0
1,Thomas Garcia,4,AMBPL4,2026-05-07,SELL,13.0,-13.0,711.0
1,Thomas Garcia,4,AMBPL4,2026-05-08,SELL,10.0,-10.0,701.0
1,Thomas Garcia,4,AMBPL4,2026-05-15,SELL,9.0,-9.0,692.0
1,Thomas Garcia,4,AMBPL4,2026-05-27,BUY,21.0,21.0,713.0
1,Thomas Garcia,4,AMBPL4,2026-06-04,BUY,37.0,37.0,750.0
1,Thomas Garcia,4,AMBPL4,2026-06-17,BUY,15.0,15.0,765.0
1,Thomas Garcia,4,AMBPL4,2026-06-23,SELL,23.0,-23.0,742.0
1,Thomas Garcia,4,AMBPL4,2026-07-01,SELL,13.0,-13.0,729.0
1,Thomas Garcia,4,AMBPL4,2026-07-03,BUY,6.0,6.0,735.0
1,Thomas Garcia,4,AMBPL4,2026-07-21,BUY,32.0,32.0,767.0
1,Thomas Garcia,4,AMBPL4,2026-07-27,BUY,38.0,38.0,805.0
1,Thomas Garcia,5,WAVPL9,2024-09-11,BUY,12.0,12.0,12.0
1,Thomas Garcia,5,WAVPL9,2024-09-12,SELL,12.0,-12.0,0.0
1,Thomas Garcia,5,WAVPL9,2024-09-12,BUY,38.0,38.0,38.0
1,Thomas Garcia,5,WAVPL9,2024-10-11,SELL,15.0,-15.0,23.0
1,Thomas Garcia,5,WAVPL9,2024-10-18,SELL,6.0,-6.0,17.0
1,Thomas Garcia,5,WAVPL9,2024-11-20,BUY,7.0,7.0,24.0
1,Thomas Garcia,5,WAVPL9,2025-02-26,SELL,24.0,-24.0,0.0
1,Thomas Garcia,5,WAVPL9,2025-02-27,BUY,20.0,20.0,20.0
1,Thomas Garcia,5,WAVPL9,2025-05-15,SELL,8.0,-8.0,12.0
1,Thomas Garcia,5,WAVPL9,2025-09-11,BUY,37.0,37.0,49.0
1,Thomas Garcia,5,WAVPL9,2025-09-18,BUY,22.0,22.0,71.0
1,Thomas Garcia,5,WAVPL9,2025-12-03,BUY,90.0,90.0,161.0
1,Thomas Garcia,5,WAVPL9,2026-01-06,BUY,8.0,8.0,169.0
1,Thomas Garcia,5,WAVPL9,2026-01-23,BUY,69.0,69.0,238.0
1,Thomas Garcia,5,WAVPL9,2026-03-03,SELL,16.0,-16.0,222.0
1,Thomas Garcia,5,WAVPL9,2026-04-15,SELL,103.0,-103.0,119.0
1,Thomas Garcia,6,CYBIN4,2024-09-05,BUY,12.0,12.0,12.0
1,Thomas Garcia,6,CYBIN4,2024-09-11,SELL,11.0,-11.0,1.0
1,Thomas Garcia,6,CYBIN4,2024-09-16,BUY,16.0,16.0,17.0
1,Thomas Garcia,6,CYBIN4,2024-10-24,SELL,17.0,-17.0,0.0
1,Thomas Garcia,6,CYBIN4,2024-10-24,BUY,20.0,20.0,20.0
1,Thomas Garcia,6,CYBIN4,2025-01-27,SELL,20.0,-20.0,0.0
1,Thomas Garcia,6,CYBIN4,2025-03-10,BUY,20.0,20.0,20.0
1,Thomas Garcia,6,CYBIN4,2025-04-22,SELL,20.0,-20.0,0.0
1,Thomas Garcia,6,CYBIN4,2025-04-24,BUY,8.0,8.0,8.0
1,Thomas Garcia,6,CYBIN4,2025-07-17,SELL,8.0,-8.0,0.0
1,Thomas Garcia,6,CYBIN4,2025-08-04,BUY,38.0,38.0,38.0
1,Thomas Garcia,6,CYBIN4,2025-12-11,BUY,15.0,15.0,53.0
1,Thomas Garcia,6,CYBIN4,2026-05-12,BUY,8.0,8.0,61.0
1,Thomas Garcia,6,CYBIN4,2026-07-06,SELL,11.0,-11.0,50.0
1,Thomas Garcia,7,QUACA3,2024-09-11,BUY,26.0,26.0,26.0
1,Thomas Garcia,7,QUACA3,2024-10-29,BUY,20.0,20.0,46.0
1,Thomas Garcia,7,QUACA3,2024-11-29,BUY,9.0,9.0,55.0
1,Thomas Garcia,7,QUACA3,2024-12-05,BUY,9.0,9.0,64.0
1,Thomas Garcia,7,QUACA3,2024-12-24,SELL,10.0,-10.0,54.0
1,Thomas Garcia,7,QUACA3,2025-01-20,BUY,24.0,24.0,78.0
1,Thomas Garcia,7,QUACA3,2025-01-20,SELL,16.0,-16.0,62.0
1,Thomas Garcia,7,QUACA3,2025-05-14,BUY,5.0,5.0,67.0
1,Thomas Garcia,7,QUACA3,2025-06-05,SELL,32.0,-32.0,35.0
1,Thomas Garcia,7,QUACA3,2025-06-05,SELL,27.0,-27.0,8.0
1,Thomas Garcia,7,QUACA3,2025-10-15,BUY,14.0,14.0,22.0
1,Thomas Garcia,7,QUACA3,2025-12-19,SELL,22.0,-22.0,0.0
1,Thomas Garcia,8,SILCA5,2024-09-13,BUY,24.0,24.0,24.0
1,Thomas Garcia,8,SILCA5,2024-10-16,BUY,37.0,37.0,61.0
1,Thomas Garcia,8,SILCA5,2024-10-25,SELL,36.0,-36.0,25.0
1,Thomas Garcia,8,SILCA5,2025-01-24,BUY,24.0,24.0,49.0
1,Thomas Garcia,8,SILCA5,2025-02-17,BUY,26.0,26.0,75.0
1,Thomas Garcia,8,SILCA5,2025-02-19,SELL,18.0,-18.0,57.0
1,Thomas Garcia,8,SILCA5,2025-03-04,SELL,22.0,-22.0,35.0
1,Thomas Garcia,8,SILCA5,2025-06-05,BUY,12.0,12.0,47.0
1,Thomas Garcia,8,SILCA5,2026-02-19,BUY,21.0,21.0,68.0
1,Thomas Garcia,9,CYBPA2,2024-09-12,BUY,16.0,16.0,16.0
1,Thomas Garcia,9,CYBPA2,2024-09-30,BUY,12.0,12.0,28.0
1,Thomas Garcia,9,CYBPA2,2024-09-30,SELL,13.0,-13.0,15.0
1,Thomas Garcia,9,CYBPA2,2024-10-23,BUY,40.0,40.0,55.0
1,Thomas Garcia,9,CYBPA2,2024-12-03,BUY,19.0,19.0,74.0
1,Thomas Garcia,9,CYBPA2,2025-01-29,BUY,23.0,23.0,97.0
1,Thomas Garcia,9,CYBPA2,2025-02-07,SELL,58.0,-58.0,39.0
1,Thomas Garcia,9,CYBPA2,2025-03-31,SELL,25.0,-25.0,14.0
1,Thomas Garcia,9,CYBPA2,2025-04-29,SELL,9.0,-9.0,5.0
1,Thomas Garcia,9,CYBPA2,2025-09-12,BUY,17.0,17.0,22.0
1,Thomas Garcia,9,CYBPA2,2025-12-05,SELL,4.0,-4.0,18.0
1,Thomas Garcia,9,CYBPA2,2026-02-12,BUY,15.0,15.0,33.0
1,Thomas Garcia,9,CYBPA2,2026-04-09,SELL,30.0,-30.0,3.0
1,Thomas Garcia,9,CYBPA2,2026-04-10,SELL,3.0,-3.0,0.0
1,Thomas Garcia,9,CYBPA2,2026-05-22,BUY,40.0,40.0,40.0
1,Thomas Garcia,10,HARIN3,2024-08-07,BUY,19.0,19.0,19.0
1,Thomas Garcia,10,HARIN3,2024-08-22,SELL,19.0,-19.0,0.0
1,Thomas Garcia,10,HARIN3,2024-09-09,BUY,23.0,23.0,23.0
1,Thomas Garcia,10,HARIN3,2024-09-11,SELL,23.0,-23.0,0.0
1,Thomas Garcia,10,HARIN3,2024-09-12,BUY,14.0,14.0,14.0
1,Thomas Garcia,10,HARIN3,2024-09-16,BUY,19.0,19.0,33.0
1,Thomas Garcia,10,HARIN3,2024-09-17,BUY,29.0,29.0,62.0
1,Thomas Garcia,10,HARIN3,2024-10-03,BUY,28.0,28.0,90.0
1,Thomas Garcia,10,HARIN3,2025-02-07,BUY,128.0,128.0,218.0
1,Thomas Garcia,10,HARIN3,2025-02-18,BUY,23.0,23.0,241.0
1,Thomas Garcia,10,HARIN3,2025-03-14,SELL,10.0,-10.0,231.0
1,Thomas Garcia,10,HARIN3,2025-04-23,BUY,31.0,31.0,262.0
1,Thomas Garcia,10,HARIN3,2025-07-02,SELL,31.0,-31.0,231.0
1,Thomas Garcia,10,HARIN3,2025-07-03,SELL,16.0,-16.0,215.0
1,Thomas Garcia,10,HARIN3,2025-07-09,SELL,9.0,-9.0,206.0
1,Thomas Garcia,10,HARIN3,2025-10-27,BUY,19.0,19.0,225.0
1,Thomas Garcia,10,HARIN3,2025-12-26,SELL,38.0,-38.0,187.0
1,Thomas Garcia,10,HARIN3,2026-02-24,BUY,30.0,30.0,217.0
1,Thomas Garcia,10,HARIN3,2026-03-18,BUY,6.0,6.0,223.0
1,Thomas Garcia,10,HARIN3,2026-05-11,SELL,38.0,-38.0,185.0
1,Thomas Garcia,10,HARIN3,2026-05-22,SELL,32.0,-32.0,153.0
1,Thomas Garcia,10,HARIN3,2026-07-29,BUY,13.0,13.0,166.0
1,Thomas Garcia,11,ORBAG4,2024-08-15,BUY,6.0,6.0,6.0
1,Thomas Garcia,11,ORBAG4,2024-09-06,BUY,3.0,3.0,9.0
1,Thomas Garcia,11,ORBAG4,2024-09-13,BUY,37.0,37.0,46.0
1,Thomas Garcia,11,ORBAG4,2024-09-13,SELL,5.0,-5.0,41.0
1,Thomas Garcia,11,ORBAG4,2024-10-08,SELL,35.0,-35.0,6.0
1,Thomas Garcia,11,ORBAG4,2024-10-23,BUY,24.0,24.0,30.0
1,Thomas Garcia,11,ORBAG4,2024-12-03,SELL,24.0,-24.0,6.0
1,Thomas Garcia,11,ORBAG4,2025-05-20,SELL,6.0,-6.0,0.0
1,Thomas Garcia,11,ORBAG4,2025-08-13,BUY,32.0,32.0,32.0
1,Thomas Garcia,11,ORBAG4,2025-09-02,BUY,17.0,17.0,49.0
1,Thomas Garcia,11,ORBAG4,2025-09-23,SELL,25.0,-25.0,24.0
1,Thomas Garcia,11,ORBAG4,2025-10-21,BUY,40.0,40.0,64.0
1,Thomas Garcia,11,ORBAG4,2025-11-05,SELL,51.0,-51.0,13.0
1,Thomas Garcia,11,ORBAG4,2025-12-04,BUY,7.0,7.0,20.0
1,Thomas Garcia,11,ORBAG4,2026-04-09,SELL,19.0,-19.0,1.0
1,Thomas Garcia,11,ORBAG4,2026-05-27,BUY,35.0,35.0,36.0
1,Thomas Garcia,11,ORBAG4,2026-06-30,BUY,19.0,19.0,55.0
1,Thomas Garcia,12,IROAG7,2024-09-18,BUY,34.0,34.0,34.0
1,Thomas Garcia,12,IROAG7,2024-11-11,BUY,104.0,104.0,138.0
1,Thomas Garcia,12,IROAG7,2024-12-26,BUY,12.0,12.0,150.0
1,Thomas Garcia,12,IROAG7,2025-05-05,SELL,27.0,-27.0,123.0
1,Thomas Garcia,12,IROAG7,2025-05-28,BUY,33.0,33.0,156.0
1,Thomas Garcia,12,IROAG7,2025-07-25,BUY,26.0,26.0,182.0
1,Thomas Garcia,12,IROAG7,2025-07-29,SELL,40.0,-40.0,142.0
1,Thomas Garcia,12,IROAG7,2025-08-01,SELL,57.0,-57.0,85.0
1,Thomas Garcia,12,IROAG7,2025-08-25,BUY,21.0,21.0,106.0
1,Thomas Garcia,12,IROAG7,2025-09-11,SELL,22.0,-22.0,84.0
1,Thomas Garcia,12,IROAG7,2025-10-09,BUY,137.0,137.0,221.0
1,Thomas Garcia,12,IROAG7,2025-12-23,BUY,150.0,150.0,371.0
1,Thomas Garcia,12,IROAG7,2026-01-22,BUY,14.0,14.0,385.0
1,Thomas Garcia,12,IROAG7,2026-03-27,SELL,16.0,-16.0,369.0
1,Thomas Garcia,12,IROAG7,2026-04-13,BUY,28.0,28.0,397.0
1,Thomas Garcia,12,IROAG7,2026-04-17,BUY,21.0,21.0,418.0
1,Thomas Garcia,12,IROAG7,2026-05-07,BUY,23.0,23.0,441.0
1,Thomas Garcia,13,AMBPA6,2024-09-04,BUY,11.0,11.0,11.0
1,Thomas Garcia,13,AMBPA6,2024-11-29,BUY,9.0,9.0,20.0
1,Thomas Garcia,13,AMBPA6,2025-01-02,BUY,5.0,5.0,25.0
1,Thomas Garcia,13,AMBPA6,2025-03-26,SELL,25.0,-25.0,0.0
1,Thomas Garcia,13,AMBPA6,2025-06-26,BUY,29.0,29.0,29.0
1,Thomas Garcia,13,AMBPA6,2025-09-11,SELL,26.0,-26.0,3.0
1,Thomas Garcia,13,AMBPA6,2026-03-17,SELL,3.0,-3.0,0.0
1,Thomas Garcia,13,AMBPA6,2026-03-19,BUY,15.0,15.0,15.0
1,Thomas Garcia,13,AMBPA6,2026-06-09,BUY,13.0,13.0,28.0
1,Thomas Garcia,14,WAVIN2,2024-08-21,BUY,8.0,8.0,8.0
1,Thomas Garcia,14,WAVIN2,2024-09-04,BUY,11.0,11.0,19.0
1,Thomas Garcia,14,WAVIN2,2024-09-06,SELL,19.0,-19.0,0.0
1,Thomas Garcia,14,WAVIN2,2024-09-09,BUY,69.0,69.0,69.0
1,Thomas Garcia,14,WAVIN2,2024-09-10,SELL,20.0,-20.0,49.0
1,Thomas Garcia,14,WAVIN2,2024-09-10,SELL,47.0,-47.0,2.0
1,Thomas Garcia,14,WAVIN2,2024-09-11,BUY,13.0,13.0,15.0
1,Thomas Garcia,14,WAVIN2,2024-09-12,BUY,53.0,53.0,68.0
1,Thomas Garcia,14,WAVIN2,2024-09-12,BUY,10.0,10.0,78.0
1,Thomas Garcia,14,WAVIN2,2024-09-12,SELL,23.0,-23.0,55.0
1,Thomas Garcia,14,WAVIN2,2024-09-12,SELL,22.0,-22.0,33.0
1,Thomas Garcia,14,WAVIN2,2024-09-13,SELL,33.0,-33.0,0.0
1,Thomas Garcia,14,WAVIN2,2024-09-13,BUY,36.0,36.0,36.0
1,Thomas Garcia,14,WAVIN2,2024-09-16,BUY,23.0,23.0,59.0
1,Thomas Garcia,14,WAVIN2,2024-09-19,BUY,20.0,20.0,79.0
1,Thomas Garcia,14,WAVIN2,2024-09-27,BUY,9.0,9.0,88.0
1,Thomas Garcia,14,WAVIN2,2024-10-01,BUY,12.0,12.0,100.0
1,Thomas Garcia,14,WAVIN2,2024-10-03,SELL,11.0,-11.0,89.0
1,Thomas Garcia,14,WAVIN2,2024-10-07,SELL,19.0,-19.0,70.0
1,Thomas Garcia,14,WAVIN2,2024-10-23,BUY,112.0,112.0,182.0
1,Thomas Garcia,14,WAVIN2,2024-10-24,SELL,21.0,-21.0,161.0
1,Thomas Garcia,14,WAVIN2,2024-10-25,BUY,23.0,23.0,184.0
1,Thomas Garcia,14,WAVIN2,2024-10-25,BUY,6.0,6.0,190.0
1,Thomas Garcia,14,WAVIN2,2024-10-25,SELL,12.0,-12.0,178.0
1,Thomas Garcia,14,WAVIN2,2024-10-30,BUY,76.0,76.0,254.0
